Gene_name,GENE_ID,TB_HIGH1,TB_HIGH2,TB_HIGH3,TB_LOW1,TB_LOW2,TB_LOW3,TB_AM1,TB_AM2,TB_AM3,TB_IM1,TB_IM2,TB_IM3
Rv0043c,Rv0043c,22.04130072,4.690898583,16.90559074,0,1.411330094,58.73505905,31.02851119,29.65550549,20.31866524,26.33717752,40.18384715,27.6606427
Rv0044c,Rv0044c,11.54544323,18.76359433,13.06341102,0,31.04926207,27.7360001,32.34887337,42.28655412,32.35935576,36.46686118,28.0352422,26.84709439
Rv0045c,Rv0045c,62.97514491,75.05437733,67.62236295,98.16708976,83.26847555,66.89270613,153.8221938,154.8676398,103.8509557,141.8155713,214.0023488,188.743209
Rv0047c,Rv0047c,116.5040181,223.5994991,162.1399839,99.95194594,179.2389219,86.47105915,303.683301,265.2520213,202.4341093,283.6311425,361.6546244,429.5535102
Rv0048c,Rv0048c,10.49585749,9.381797166,7.684359426,0,0,0,31.68869228,13.18022466,22.57629472,14.18155713,22.42819376,12.20322472
Rv0049,Rv0049,65.07431641,73.49074447,39.95866902,69.60939092,36.69458244,26.10447069,71.29955764,66.99947536,58.69836626,58.07685299,57.00499247,32.54193259
Rv0051,Rv0051,98.66106036,51.59988441,101.4335444,230.2464469,88.91379592,119.1016475,85.16336051,102.6959171,115.8916462,74.95965909,81.30220238,66.71096181
Rv0052,Rv0052,32.53715821,28.1453915,19.21089857,14.27884942,7.05665047,0,18.4850705,16.47528083,39.88478733,17.55811835,23.36270183,36.60967416
Rv0057,Rv0057,60.87597342,98.50887025,74.53828643,67.82453474,60.68719404,84.83952973,75.92082526,178.4822089,144.4882862,108.7252713,152.324816,152.9470832
Rv0059,Rv0059,22.04130072,32.83629008,26.89525799,0,98.79310658,16.31529418,38.95068426,101.0483891,77.51194519,87.11527949,70.0881055,78.10063821
Rv0060,Rv0060,252.9501654,161.0541847,232.0676547,228.4615907,217.3448345,270.8338834,213.2384918,393.2100357,297.2545471,370.746422,360.7201163,440.9431866
Rv0061c,Rv0061c,32.53715821,32.83629008,42.26397684,0,52.21921348,68.52423555,54.13484932,57.11430686,60.95599573,31.73967547,39.24933908,37.42322248
Rv0063,Rv0063,12.59502898,17.19996147,9.989667254,39.2668359,25.40394169,24.47294127,64.03756565,34.04891371,32.35935576,24.98655303,15.88663725,14.64386966
Rv0064,Rv0064,196.272535,132.9087932,257.4260408,174.9159054,191.9408928,285.5176481,192.112697,208.6868905,168.5696672,232.9827242,190.639647,255.4541708
Rv0067c,Rv0067c,15.74378623,18.76359433,9.221231311,14.27884942,9.879310658,0,14.52398396,16.47528083,11.28814736,14.85686937,16.82114532,17.89806292
Rv0068,Rv0068,2.099171497,0,6.147487541,0,16.93596113,8.15764709,14.52398396,8.78681644,5.2678021,6.753122441,6.541556513,17.08451461
Rv0071,Rv0071,4.198342994,3.127265722,4.610615656,0,0,0,6.601810892,2.745880138,7.525431572,7.428434685,7.476064587,12.20322472
Rv0072,Rv0072,76.61975964,70.36347875,78.38046615,80.31852798,43.75123291,65.26117672,100.3475256,162.5561041,155.7764335,143.1661957,179.4255501,143.9980517
Rv0073,Rv0073,86.06603138,56.290783,77.6120302,123.1550762,22.5812815,89.73411799,87.80408487,149.3758795,195.6612209,122.9068284,136.4381787,130.9812787
Rv0074,Rv0074,54.57845892,54.72715014,58.40113164,33.91226737,32.46059216,0,67.99865219,96.65498084,115.139103,105.3487101,90.64728311,113.0832157
Rv0075,Rv0075,94.46271737,79.74527591,112.9600836,49.97597297,81.85714545,97.89176508,78.56154962,152.6709357,168.5696672,131.0105754,122.4205576,139.1167618
Rv0076c,Rv0076c,3.148757246,6.254531444,2.305307828,39.2668359,12.70197085,26.10447069,8.58235416,3.844232193,7.525431572,2.025936732,1.869016147,2.440644944
Rv0077c,Rv0077c,13.64461473,31.27265722,9.221231311,39.2668359,32.46059216,16.31529418,34.32941664,8.237640413,6.020345257,5.402497953,7.476064587,12.20322472
Rv0078,Rv0078,6.297514491,0,0,0,0,0,10.56289743,5.491760275,5.2678021,0.675312244,0.934508073,2.440644944
Rv0078A,Rv0078A,201.5204637,176.6905133,189.8036778,28.55769884,172.1822715,143.5745888,140.618572,196.6050179,158.7866062,184.3602426,185.0325985,184.6754674
Rv0078B,Rv0078B,109.1569178,79.74527591,87.60169746,262.3738581,64.92118432,81.5764709,26.40724357,43.38490617,45.90513259,17.55811835,31.77327449,45.55870562
Rv0079,Rv0079,3427.947055,2886.466261,2621.903436,2461.316669,1805.09119,1636.424006,482.5923762,501.9468892,419.9190817,1189.900174,837.3192337,729.7528383
Rv0080,Rv0080,1053.784092,935.0524509,1083.494679,690.7393407,481.2635621,329.5689424,265.3927979,363.0053542,252.8545008,583.4697789,404.6419958,419.7909304
Rv0081,Rv0081,195.2229492,181.3814119,131.4025462,155.2824874,55.04187367,48.94588254,49.51358169,51.07337056,69.23397046,113.452457,98.1233477,51.25354383
Rv0082,Rv0082,276.0410519,240.7994606,198.2564732,174.9159054,124.1970483,68.52423555,85.8235416,102.1467411,70.73905677,143.1661957,114.944493,100.879991
Rv0083,Rv0083,265.5451944,139.1633246,238.9835782,226.6767345,194.763553,176.2051771,122.1335015,118.6220219,102.3458694,194.4899263,156.0628482,118.7780539
Rv0088,Rv0088,51.42970168,62.54531444,67.62236295,83.88824034,42.33990282,140.3115299,87.14390378,57.11430686,50.42039153,60.10278972,70.0881055,56.13483372
Rv0089,Rv0089,7.34710024,3.127265722,6.915923484,28.55769884,5.645320376,16.31529418,17.16470832,24.71292124,12.04069051,18.90874283,25.23171798,16.27096629
Rv0090,Rv0090,5.247928743,12.50906289,7.684359426,0,28.22660188,16.31529418,9.242535249,13.72940069,13.54577683,6.077810197,12.14860495,7.321934832
Rv0093c,Rv0093c,44.08260144,26.58175864,56.86425975,87.45795269,112.9064075,26.10447069,34.32941664,20.86868905,20.31866524,29.0384265,30.83876642,30.10128764
Rv0095c,Rv0095c,48.28094443,59.41804872,50.71677221,37.48197973,25.40394169,19.57835302,5.281448714,10.43434452,6.020345257,3.37656122,9.345080733,13.01677304
Rv0097,Rv0097,23.09088647,10.94543003,15.36871885,3.569712355,0,6.526117672,15.18416505,12.08187261,20.31866524,8.103746929,11.21409688,17.08451461
Rv0100,Rv0100,8.396685988,12.50906289,6.147487541,0,0,14.68376476,1.980543268,1.647528083,0,4.051873464,4.672540367,1.627096629
Rv0102,Rv0102,305.4294528,222.0358663,300.4584536,255.2344334,182.0615821,213.7303537,192.112697,232.3014596,301.0172629,274.8520833,295.3045512,253.8270742
Rv0104,Rv0104,0,0,8.452795369,0,25.40394169,16.31529418,8.58235416,4.39340822,14.29831999,6.753122441,14.95212917,5.694838203
Rv0106,Rv0106,6.297514491,34.39992294,11.52653914,35.69712355,93.1477862,0,27.06742466,34.59808973,22.57629472,23.63592854,15.88663725,23.59290113
Rv0108c,Rv0108c,20.99171497,23.45449292,24.58995016,67.82453474,0,4.894588254,119.4927771,46.67996234,33.86444207,19.58405508,27.10073413,16.27096629
Rv0110,Rv0110,11.54544323,3.127265722,11.52653914,64.25482239,0,0,18.4850705,31.8522096,39.88478733,20.25936732,20.55917761,24.40644944
Rv0111,Rv0111,24.14047222,39.09082153,52.2536441,64.25482239,100.2044367,63.6296473,157.1230992,132.3514226,158.034063,83.06340602,99.05785577,77.2870899
Rv0121c,Rv0121c,22.04130072,7.818164305,14.60028291,0,19.75862132,19.57835302,6.601810892,15.9261048,30.85426944,16.20749386,10.27958881,13.01677304
Rv0122,Rv0122,22.04130072,50.03625155,13.83184697,42.83654826,11.29064075,42.41976487,4.621267625,8.237640413,3.010172629,1.350624488,2.80352422,0.813548315
Rv0123,Rv0123,15.74378623,0,1.536871885,0,8.467980564,13.05223534,6.601810892,6.040936303,4.515258943,3.37656122,11.21409688,4.881289888
Rv0128,Rv0128,15.74378623,9.381797166,40.72710496,32.12741119,19.75862132,73.41882381,23.10633812,15.37692877,35.36952839,20.93467957,26.16622605,32.54193259
Rv0130,Rv0130,0,3.127265722,2.305307828,0,0,0,17.82488941,3.844232193,5.2678021,4.051873464,6.541556513,2.440644944
Rv0133,Rv0133,176.3304058,257.9994221,152.1503166,123.1550762,124.1970483,109.312471,138.6380287,165.3019843,194.9086777,187.7368039,223.3474295,217.2174
Rv0135c,Rv0135c,74.52058815,70.36347875,67.62236295,142.7884942,69.15517461,22.84141185,66.01810892,43.9340822,62.46108205,65.50528768,58.87400862,52.88064046
Rv0138,Rv0138,19.94212922,3.127265722,26.12682205,0,16.93596113,22.84141185,15.84434614,22.51621713,27.09155366,16.20749386,26.16622605,11.38967641
Rv0139,Rv0139,76.61975964,187.6359433,86.06482557,165.9916245,69.15517461,58.73505905,74.60046308,110.9335576,108.3662146,88.46590397,86.90925082,66.71096181
Rv0140,Rv0140,160.5866195,156.3632861,132.1709821,98.16708976,107.2610871,92.99717682,30.3683301,32.95056165,21.82375156,55.37560401,57.93950055,39.86386742
Rv0141c,Rv0141c,40.93384419,43.78172011,25.35838611,0,19.75862132,48.94588254,58.09593585,42.28655412,27.09155366,32.41498772,33.64229064,39.86386742
Rv0142,Rv0142,107.0577464,68.79984589,120.644443,53.54568532,56.45320376,133.7854123,65.35792783,10.43434452,24.83392419,62.8040387,38.31483101,37.42322248
Rv0143c,Rv0143c,108.1073321,100.0725031,97.59136471,64.25482239,146.7783298,96.26023566,117.5122339,114.2286137,134.7052251,108.0499591,116.8135092,106.5748292
Rv0144,Rv0144,174.2312343,229.8540306,205.1723967,253.4495772,179.2389219,202.3096478,153.8221938,215.8261788,200.929023,202.5936732,214.0023488,198.5057888
Rv0145,Rv0145,672.7844648,766.1801019,747.6881722,887.0735202,746.5936197,885.9204739,383.5652128,527.2089864,439.4852038,585.4957156,566.3118924,519.0438248
Rv0146,Rv0146,286.5369094,292.399345,306.6059411,251.664721,304.8473003,445.4075311,126.094588,176.8346809,163.3018651,207.3208589,184.0980904,165.1503079
Rv0147,Rv0147,485.9582016,548.8351342,517.9258253,430.1503388,534.8941056,624.8757671,411.9529997,469.5455035,456.7936964,532.8213606,433.611746,387.2489978
Rv0148,Rv0148,195.2229492,201.7086391,168.2874714,182.0553301,294.9679896,182.7312948,234.3642867,158.711872,212.9697135,163.4255631,197.1812035,177.3535326
Rv0149,Rv0149,124.9007041,112.581566,119.1075711,153.4976313,213.1108442,208.8357655,146.5602018,149.9250555,141.4781135,141.140259,123.3550657,139.1167618
Rv0150c,Rv0150c,4.198342994,0,0,0,0,0,1.980543268,1.098352055,3.010172629,0,3.738032293,0.813548315
Rv0151c,Rv0151c,41.98342994,50.03625155,26.89525799,35.69712355,16.93596113,16.31529418,22.44615703,31.30303357,18.81357893,31.06436323,28.96975027,19.52515955
Rv0152c,Rv0152c,7.34710024,17.19996147,5.379051598,57.11539768,0,79.94494148,17.82488941,21.41786507,30.85426944,22.9606163,12.14860495,26.03354607
Rv0157A,Rv0157A,2.099171497,0,0,1.784856177,0,0,3.300905446,1.098352055,2.257629472,0.675312244,0,1.627096629
Rv0158,Rv0158,35.68591545,54.72715014,40.72710496,35.69712355,19.75862132,16.31529418,21.78597594,52.72089864,38.37970102,23.63592854,28.96975027,28.47419102
Rv0161,Rv0161,18.89254347,9.381797166,0,17.84856177,7.05665047,58.73505905,13.86380287,13.18022466,25.58646734,10.12968366,14.95212917,8.949031462
Rv0163,Rv0163,18.89254347,9.381797166,0,5.354568532,9.879310658,0,19.14525159,14.82775274,5.2678021,8.103746929,4.672540367,9.762579777
Rv0164,Rv0164,66.12390216,92.2543388,106.0441601,99.95194594,121.3743881,246.3609421,151.1814694,120.26955,146.7459156,79.01153256,90.64728311,87.04966968
Rv0175,Rv0175,157.4378623,190.763209,142.9290853,171.346193,254.0394169,48.94588254,352.5367016,306.9893994,320.583385,310.6436323,326.1433176,286.3690068
Rv0176,Rv0176,47.23135868,62.54531444,82.9910818,194.5493233,105.849757,86.47105915,114.8715095,132.3514226,144.4882862,108.0499591,114.0099849,119.5916023
Rv0177,Rv0177,83.96685988,53.16351728,103.7388523,51.76082915,177.8275918,70.15576497,137.9778476,149.9250555,194.1561346,116.153706,142.9797352,126.0999888
Rv0178,Rv0178,89.21478863,115.7088317,90.67544123,158.8521998,213.1108442,182.7312948,201.3552322,174.0888007,195.6612209,122.9068284,164.4734209,161.0825663
Rv0180c,Rv0180c,50.38011593,60.98168158,67.62236295,35.69712355,76.21182508,37.52517661,112.8909663,182.8756172,170.0747535,174.230559,199.9847277,185.4890158
Rv0181c,Rv0181c,75.5701739,60.98168158,76.84359426,101.7368021,19.75862132,22.84141185,104.9687932,188.3673774,180.6103577,150.5946304,183.1635824,188.743209
Rv0183,Rv0183,33.58674395,45.34535297,26.12682205,130.294501,28.22660188,0,73.94028199,66.45029933,54.93565047,62.8040387,65.41556513,56.13483372
Rv0184,Rv0184,187.875849,272.0721178,142.1606494,87.45795269,111.4950774,247.9924715,168.3461777,233.9489877,222.0002314,304.5658221,311.1911884,268.4709439
Rv0185,Rv0185,58.77680192,82.87254163,51.48520816,92.81252123,121.3743881,47.31435312,124.7742259,150.4742315,136.9628546,277.5533323,284.0904543,205.8277236
Rv0187,Rv0187,23.09088647,10.94543003,25.35838611,39.2668359,0,0,36.30995991,40.63902604,36.8746147,50.64841831,48.59441981,45.55870562
Rv0188,Rv0188,168.9833055,157.926919,180.5824465,260.5890019,95.97044639,163.1529418,120.1529582,87.31898838,66.97634099,83.73871827,100.9268719,115.5238607
Rv0190,Rv0190,53.52887318,42.21808725,46.10615656,0,25.40394169,0,85.8235416,73.04041166,81.27466097,50.64841831,70.0881055,83.79547642
Rv0191,Rv0191,713.718309,1377.560551,729.2457095,1222.626482,581.4679987,851.6583562,471.3692977,497.5534809,520.0073216,623.9885135,643.8760625,581.687045
Rv0192,Rv0192,118.6031896,212.6540691,189.0352419,58.90025385,249.8054266,161.5214124,117.5122339,114.7777898,135.4577683,106.6993346,126.1585899,109.0154742
Rv0193c,Rv0193c,50.38011593,21.89086005,49.17990033,19.63341795,63.50985423,21.20988243,27.72760575,44.48325823,15.8034063,32.41498772,29.90425835,39.05031911
Rv0194,Rv0194,176.3304058,132.9087932,152.1503166,37.48197973,110.0837473,24.47294127,46.87285733,96.10580482,62.46108205,71.58309787,76.62966201,73.21934832
Rv0195,Rv0195,36.7355012,34.39992294,45.33772061,3.569712355,47.9852232,22.84141185,39.61086535,47.77831439,33.86444207,64.15466319,37.38032293,49.6264472
Rv0196,Rv0196,11.54544323,0,16.1371548,19.63341795,1.411330094,16.31529418,21.12579485,20.31951302,21.0712084,18.23343059,18.69016147,40.67741574
Rv0197,Rv0197,68.22307366,51.59988441,66.08549107,46.40626061,43.75123291,70.15576497,71.29955764,56.01595481,63.2136252,87.11527949,99.05785577,78.10063821
Rv0199,Rv0199,24.14047222,29.70902436,21.51620639,17.84856177,62.09852414,0,47.53303842,46.13078631,29.34918313,34.44092445,28.96975027,36.60967416
Rv0200,Rv0200,15.74378623,64.1089473,31.50587365,51.76082915,25.40394169,0,75.26064417,67.54865139,65.47125467,63.47935094,53.26696018,66.71096181
Rv0201c,Rv0201c,113.3552608,56.290783,96.05449283,116.0156515,119.963058,60.36658846,91.7651714,94.45827673,63.96616836,143.841508,142.0452271,113.0832157
Rv0203,Rv0203,13.64461473,3.127265722,7.684359426,8.924280887,23.9926116,0,36.30995991,13.18022466,10.5356042,18.23343059,12.14860495,21.15225618
Rv0204c,Rv0204c,33.58674395,25.01812578,39.95866902,21.41827413,7.05665047,22.84141185,89.78462813,62.60606714,63.2136252,41.19404689,57.93950055,56.94838203
Rv0205,Rv0205,24.14047222,34.39992294,36.88492525,71.3942471,46.5738931,47.31435312,41.59140862,66.99947536,96.32552412,34.44092445,58.87400862,44.74515731
Rv0207c,Rv0207c,164.7849625,167.3087161,171.3612152,0,39.51724263,26.10447069,128.7353124,95.55662879,109.1187578,87.79059173,86.90925082,91.93095956
Rv0208c,Rv0208c,120.7023611,137.5996918,163.6768558,169.5613369,62.09852414,58.73505905,90.44480922,87.8681644,44.40004627,70.90778563,63.54654899,62.64322023
Rv0209,Rv0209,51.42970168,23.45449292,26.89525799,0,79.03448526,37.52517661,51.49412496,27.45880138,49.66784837,30.38905098,36.44581486,40.67741574
Rv0210,Rv0210,27.28922946,43.78172011,41.4955409,49.97597297,23.9926116,78.31341206,26.40724357,24.71292124,42.89495996,30.38905098,30.83876642,29.28773933
Rv0212c,Rv0212c,24.14047222,20.32722719,21.51620639,10.70913706,11.29064075,50.57741196,27.06742466,34.04891371,19.56612209,20.93467957,29.90425835,26.03354607
Rv0213c,Rv0213c,6.297514491,6.254531444,6.915923484,7.13942471,0,24.47294127,7.922173071,17.02445685,4.515258943,9.454371417,5.60704844,13.01677304
Rv0216,Rv0216,19.94212922,31.27265722,26.89525799,49.97597297,0,0,23.76651921,20.86868905,17.30849262,24.98655303,21.49368569,22.77935281
Rv0218,Rv0218,22.04130072,7.818164305,9.989667254,0,5.645320376,0,12.5434407,13.18022466,11.28814736,18.23343059,18.69016147,8.949031462
Rv0219,Rv0219,0,6.254531444,0,0,16.93596113,0,2.640724357,1.647528083,8.277974729,2.025936732,4.672540367,5.694838203
Rv0221,Rv0221,136.4461473,106.3270346,109.8863398,116.0156515,125.6083784,71.78729439,220.5004838,351.4726576,412.3936501,336.9808098,400.9039635,334.3683574
Rv0223c,Rv0223c,32.53715821,48.47261869,30.7374377,51.76082915,33.87192226,39.15670603,47.53303842,34.04891371,30.10172629,40.51873464,29.90425835,39.86386742
Rv0224c,Rv0224c,11.54544323,7.818164305,16.1371548,0,0,0,15.84434614,6.040936303,1.505086314,9.454371417,11.21409688,8.135483147
Rv0225,Rv0225,24.14047222,68.79984589,44.56928467,167.7764807,50.80788338,73.41882381,64.69774674,66.45029933,112.8814736,66.18059992,99.05785577,78.10063821
Rv0226c,Rv0226c,8.396685988,18.76359433,22.28464234,0,50.80788338,0,41.59140862,22.51621713,19.56612209,22.28530405,20.55917761,16.27096629
Rv0227c,Rv0227c,37.78508695,40.65445439,29.96900176,26.77284266,91.73645611,0,184.1905239,41.73737809,41.38987364,35.11623669,30.83876642,39.86386742
Rv0228,Rv0228,13.64461473,7.818164305,13.06341102,5.354568532,0,14.68376476,34.98959773,28.0079774,27.09155366,30.38905098,29.90425835,19.52515955
Rv0229Ac,Rv0229Ac,32.53715821,31.27265722,17.67402668,21.41827413,8.467980564,0,5.941629803,11.53269658,9.783061043,5.402497953,2.80352422,1.627096629
Rv0229c,Rv0229c,45.13218719,59.41804872,47.64302844,53.54568532,59.27586395,0,26.40724357,30.75385754,45.90513259,27.01248976,30.83876642,44.74515731
Rv0232,Rv0232,50.38011593,75.05437733,91.44387717,39.2668359,86.09113573,55.47200021,77.24118744,155.9659918,105.356042,80.36215704,114.0099849,114.7103124
Rv0235c,Rv0235c,7.34710024,12.50906289,10.7581032,0,9.879310658,42.41976487,18.4850705,28.0079774,36.12207154,20.93467957,26.16622605,18.71161124
Rv0236A,Rv0236A,3.148757246,12.50906289,6.915923484,53.54568532,0,45.6828237,54.13484932,64.25359522,51.92547785,24.98655303,40.18384715,35.79612585
Rv0238,Rv0238,99.71064611,106.3270346,95.28605688,87.45795269,135.487689,140.3115299,85.16336051,144.9824713,176.0950988,116.153706,102.7958881,128.5406337
Rv0245,Rv0245,90.26437438,31.27265722,51.48520816,160.637056,81.85714545,40.78823545,75.26064417,58.76183494,54.18310732,45.9212326,51.39794403,66.71096181
Rv0246,Rv0246,13.64461473,20.32722719,20.74777045,0,8.467980564,29.36752952,25.74706248,30.75385754,24.83392419,22.28530405,16.82114532,21.15225618
Rv0247c,Rv0247c,77.66934539,78.18164305,67.62236295,107.0913706,86.09113573,120.7331769,91.10499031,98.30250893,73.7492294,49.29779382,72.89162972,79.72773484
Rv0249c,Rv0249c,139.5949046,81.30890877,79.91733803,5.354568532,203.2315335,89.73411799,90.44480922,104.3434452,97.07806728,89.81652846,74.76064587,80.54128316
Rv0250c,Rv0250c,48.28094443,31.27265722,63.78018324,0,38.10591254,96.26023566,78.56154962,29.10632946,28.59663997,43.21998362,48.59441981,44.74515731
Rv0257,Rv0257,19.94212922,25.01812578,4.610615656,14.27884942,0,0,10.56289743,8.78681644,3.762715786,13.50624488,16.82114532,12.20322472
Rv0258c,Rv0258c,14.69420048,9.381797166,1.536871885,0,0,0,14.52398396,9.885168495,2.257629472,2.701248976,4.672540367,0.813548315
Rv0259c,Rv0259c,2.099171497,1.563632861,6.147487541,12.49399324,0,0,1.980543268,10.43434452,3.010172629,4.051873464,3.738032293,3.254193259
Rv0260c,Rv0260c,12.59502898,0,6.915923484,21.41827413,0,0,1.320362178,7.688464385,3.010172629,2.701248976,0.934508073,0.813548315
Rv0263c,Rv0263c,54.57845892,92.2543388,46.8745925,82.10338416,14.11330094,61.99811788,58.75611694,82.37640413,50.42039153,86.43996724,94.38531541,81.35483147
Rv0264c,Rv0264c,24.14047222,64.1089473,22.28464234,62.46996621,22.5812815,6.526117672,36.30995991,56.01595481,41.38987364,59.42747748,42.98737137,48.81289888
Rv0265c,Rv0265c,44.08260144,26.58175864,36.1164893,62.46996621,73.38916489,14.68376476,67.3384711,56.56513083,88.80009255,76.31028358,83.17121853,61.82967192
Rv0268c,Rv0268c,40.93384419,28.1453915,43.80084873,17.84856177,5.645320376,115.8385887,64.03756565,57.11430686,25.58646734,28.36311425,42.0528633,37.42322248
Rv0272c,Rv0272c,49.33053018,39.09082153,45.33772061,74.96395945,7.05665047,26.10447069,102.9882499,46.67996234,57.9458231,31.06436323,32.70778257,49.6264472
Rv0273c,Rv0273c,27.28922946,20.32722719,6.915923484,26.77284266,39.51724263,13.05223534,26.40724357,17.02445685,15.05086314,10.12968366,6.541556513,8.135483147
Rv0274,Rv0274,16.79337198,3.127265722,25.35838611,96.38223358,11.29064075,0,46.21267625,41.73737809,43.64750312,24.98655303,18.69016147,21.9658045
Rv0275c,Rv0275c,140.6444903,101.636136,106.812596,110.661083,57.86453385,94.62870624,126.7547691,60.40936303,66.22379783,89.14121622,80.36769431,67.52451012
Rv0276,Rv0276,358.958326,445.6353654,230.5307828,298.0709816,244.1601063,215.3618832,604.0656966,109.8352055,124.1696209,145.1921325,126.1585899,123.6593438
Rv0277Ac,Rv0277Ac,0,0,1.536871885,0,0,32.63058836,16.50452723,3.844232193,2.257629472,6.077810197,8.41057266,3.254193259
Rv0281,Rv0281,240.3551364,136.0360589,215.9304999,244.5252963,231.4581354,123.9962358,200.6950511,255.3668528,212.9697135,293.0855139,228.0199699,236.7425596
Rv0293c,Rv0293c,204.669221,148.5451218,193.6458575,74.96395945,201.8202034,264.3077657,163.7249101,192.7607857,145.2408293,135.0624488,164.4734209,177.3535326
Rv0295c,Rv0295c,26.23964371,54.72715014,69.15923484,89.24280887,42.33990282,114.2070593,79.8819118,82.37640413,104.6034988,68.20653665,79.43318623,87.04966968
Rv0296c,Rv0296c,51.42970168,28.1453915,27.66369393,74.96395945,39.51724263,34.26211778,76.58100635,42.28655412,62.46108205,35.79154894,30.83876642,34.98257753
Rv0298,Rv0298,131.1982186,154.7996532,143.6975213,119.5853639,272.3867081,265.9392951,75.26064417,74.68793974,74.50177256,68.20653665,78.49867816,72.40580001
Rv0299,Rv0299,61.92555916,64.1089473,65.31705512,28.55769884,90.32512602,0,91.10499031,75.7862918,57.9458231,90.49184071,99.99236385,117.9645056
Rv0302,Rv0302,132.2478043,118.8360974,116.0338273,51.76082915,74.80049498,150.1007064,63.37738456,93.90910071,84.2848336,112.1018325,136.4381787,150.5064382
Rv0303,Rv0303,43.03301569,32.83629008,47.64302844,30.34255502,36.69458244,39.15670603,55.45521149,71.39288358,103.8509557,58.07685299,64.48105706,93.55805619
Rv0306,Rv0306,11.54544323,32.83629008,3.842179713,64.25482239,0,0,7.922173071,4.942584248,6.772888415,7.428434685,1.869016147,3.254193259
Rv0307c,Rv0307c,80.81810264,17.19996147,60.70643947,133.8642133,53.63054357,63.6296473,41.59140862,29.10632946,22.57629472,25.66186527,34.57679871,33.3554809
Rv0308,Rv0308,70.32224515,101.636136,59.93800352,83.88824034,98.79310658,73.41882381,89.12444704,84.02393221,55.68819363,54.02497953,77.56417009,43.93160899
Rv0309,Rv0309,124.9007041,197.0177405,163.6768558,149.9279189,151.0123201,223.5195303,230.4032001,143.3349432,96.32552412,76.31028358,97.18883963,92.74450788
Rv0310c,Rv0310c,0,3.127265722,4.610615656,0,2.822660188,0,7.922173071,6.040936303,5.2678021,6.753122441,0,4.067741574
Rv0311,Rv0311,51.42970168,26.58175864,43.80084873,39.2668359,33.87192226,32.63058836,34.32941664,51.07337056,40.63733049,37.14217342,32.70778257,45.55870562
Rv0312,Rv0312,57.72721617,39.09082153,31.50587365,48.19111679,43.75123291,9.789176508,186.8312482,68.64700344,57.19327995,31.06436323,34.57679871,48.81289888
Rv0313,Rv0313,350.56164,231.4176634,248.9732454,349.8318108,156.6576404,285.5176481,188.8117915,219.121235,210.712084,211.3727324,220.5439053,258.7083641
Rv0314c,Rv0314c,75.5701739,84.4361745,59.16956758,132.0793571,35.28325235,65.26117672,90.44480922,45.58161028,39.88478733,48.62248157,64.48105706,47.99935057
Rv0315,Rv0315,73.4710024,189.1995762,101.4335444,37.48197973,155.2463103,150.1007064,220.5004838,186.1706733,180.6103577,145.8674447,145.7832594,123.6593438
Rv0316,Rv0316,29.38840096,37.52718866,36.88492525,0,35.28325235,70.15576497,57.43575476,57.66348289,85.03737676,56.7262285,82.23671045,55.3212854
Rv0318c,Rv0318c,1.049585749,0,7.684359426,0,0,19.57835302,11.22307852,6.59011233,4.515258943,5.402497953,1.869016147,7.321934832
Rv0320,Rv0320,2.099171497,14.07269575,1.536871885,0,0,0,25.74706248,13.72940069,11.28814736,8.779059173,10.27958881,7.321934832
Rv0323c,Rv0323c,9.446271737,12.50906289,8.452795369,32.12741119,0,0,19.14525159,15.9261048,16.55594946,12.83093264,10.27958881,12.20322472
Rv0324,Rv0324,28.33881521,15.63632861,22.28464234,24.98798648,55.04187367,9.789176508,15.84434614,14.82775274,15.8034063,16.8828061,13.08311303,10.57612809
Rv0325,Rv0325,6.297514491,9.381797166,3.07374377,0,0,0,3.961086535,8.237640413,0,2.025936732,4.672540367,3.254193259
Rv0326,Rv0326,9.446271737,4.690898583,6.147487541,12.49399324,0,40.78823545,6.601810892,7.688464385,5.2678021,8.103746929,7.476064587,4.881289888
Rv0328,Rv0328,62.97514491,34.39992294,59.16956758,26.77284266,70.5665047,16.31529418,33.00905446,29.65550549,12.79323367,24.31124079,20.55917761,31.72838427
Rv0329c,Rv0329c,4.198342994,0,2.305307828,0,0,0,1.980543268,1.098352055,0,2.701248976,0.934508073,0.813548315
Rv0330c,Rv0330c,28.33881521,12.50906289,9.221231311,82.10338416,25.40394169,14.68376476,9.242535249,5.491760275,6.772888415,3.37656122,0.934508073,4.881289888
Rv0331,Rv0331,109.1569178,140.7269575,95.28605688,153.4976313,101.6157668,83.20800031,39.61086535,15.9261048,18.81357893,34.44092445,29.90425835,22.77935281
Rv0332,Rv0332,45.13218719,59.41804872,45.33772061,94.5973774,55.04187367,48.94588254,42.25158971,26.90962535,29.34918313,21.60999181,34.57679871,27.6606427
Rv0333,Rv0333,16.79337198,43.78172011,13.83184697,0,39.51724263,0,19.80543268,12.63104863,8.277974729,10.12968366,17.75565339,11.38967641
Rv0336,Rv0336,2.099171497,0,2.305307828,0,25.40394169,81.5764709,1.320362178,1.098352055,0,0.675312244,1.869016147,2.440644944
Rv0338c,Rv0338c,183.677506,187.6359433,227.457039,249.8798648,364.1231643,430.7237663,501.7376278,492.6108967,516.2446058,351.8376792,323.3397934,343.3173888
