TF,Gene,Input
Rv2250c,Rv1807,1
Rv2250c,Rv1843c,1
Rv2250c,Rv1844c,1
Rv2250c,Rv1845c,1
Rv2250c,Rv1846c,1
Rv2250c,Rv1868,1
Rv2250c,Rv1878,1
Rv2250c,Rv1879,1
Rv2250c,Rv1902c,1
Rv2250c,Rv1948c,1
Rv2250c,Rv1949c,1
Rv2250c,Rv1950c,1
Rv2250c,Rv1951c,1
Rv2250c,Rv1990A,1
Rv2250c,Rv2028c,1
Rv2250c,Rv2029c,1
Rv2250c,Rv2030c,1
Rv2250c,Rv2031c,1
Rv2250c,Rv2103c,1
Rv2250c,Rv2104c,1
Rv2250c,Rv2109c,1
Rv2250c,Rv2110c,1
Rv2250c,Rv2111c,1
Rv2250c,Rv2113,1
Rv2250c,Rv2114,1
Rv2250c,Rv2140c,1
Rv2250c,Rv2199c,1
Rv2250c,Rv2200c,1
Rv2250c,Rv2243,1
Rv2250c,Rv2250A,1
Rv2250c,Rv2250c,1
Rv2250c,Rv2286c,1
Rv2250c,Rv2287,1
Rv2250c,Rv2288,1
Rv2250c,Rv2289,1
Rv2250c,Rv2347c,1
Rv2250c,Rv2357c,1
Rv2250c,Rv2358,1
Rv2250c,Rv2359,1
Rv2250c,Rv2389c,1
Rv2250c,Rv2390c,1
Rv2250c,Rv2391,1
Rv2250c,Rv2392,1
Rv2250c,Rv2393,1
Rv2250c,Rv2394,1
Rv2250c,Rv2498c,1
Rv2250c,Rv2499c,1
Rv2250c,Rv2500c,1
Rv2250c,Rv2501c,1
Rv2250c,Rv2502c,1
Rv2250c,Rv2503c,1
Rv2250c,Rv2504c,1
Rv2250c,Rv2530A,1
Rv2250c,Rv2530c,1
Rv2250c,Rv2531c,1
Rv2250c,Rv2532c,1
Rv2250c,Rv2533c,1
Rv2250c,Rv2534c,1
Rv2250c,Rv2535c,1
Rv2250c,Rv2536,1
Rv2250c,Rv2572c,1
Rv2250c,Rv2591,1
Rv2250c,Rv2640c,1
Rv2250c,Rv2641,1
Rv2250c,Rv2654c,1
Rv2250c,Rv2655c,1
Rv2250c,Rv2656c,1
Rv2250c,Rv2657c,1
Rv2250c,Rv2658c,1
Rv2250c,Rv2659c,1
Rv2250c,Rv2666,1
Rv2250c,Rv2667,1
Rv2250c,Rv2737A,1
Rv2250c,Rv2737c,1
Rv2250c,Rv2748c,1
Rv2250c,Rv2749,1
Rv2250c,Rv2750,1
Rv2250c,Rv2751,1
Rv2250c,Rv2905,1
Rv2250c,Rv2922c,1
Rv2250c,Rv2923c,1
Rv2250c,Rv3045,1
Rv2250c,Rv3052c,1
Rv2250c,Rv3053c,1
Rv2250c,Rv3099c,1
Rv2250c,Rv3100c,1
Rv2250c,Rv3101c,1
Rv2250c,Rv3102c,1
Rv2250c,Rv3115,1
Rv2250c,Rv3116,1
Rv2250c,Rv3117,1
Rv2250c,Rv3118,1
Rv2250c,Rv3119,1
Rv2250c,Rv3120,1
Rv2250c,Rv3142c,1
Rv2250c,Rv3143,1
Rv2250c,Rv3171c,1
Rv2250c,Rv3182,1
Rv2250c,Rv3183,1
Rv2250c,Rv3263,1
Rv2250c,Rv3267,1
Rv2250c,Rv3268,1
Rv2250c,Rv3269,1
Rv2250c,Rv3270,1
Rv2250c,Rv3330,1
Rv2250c,Rv3382c,1
Rv2250c,Rv3383c,1
Rv2250c,Rv3409c,1
Rv2250c,Rv3458c,1
Rv2250c,Rv3459c,1
Rv2250c,Rv3460c,1
Rv2250c,Rv3526,1
Rv2250c,Rv3527,1
Rv2250c,Rv3577,1
Rv2250c,Rv3578,1
Rv2250c,Rv3584,1
Rv2250c,Rv3631,1
Rv2250c,Rv3632,1
Rv2250c,Rv3660c,1
Rv2250c,Rv3661,1
Rv2250c,Rv3679,1
Rv2250c,Rv3680,1
Rv2250c,Rv3681c,1
Rv2250c,Rv3710,1
Rv2250c,Rv3711c,1
Rv2250c,Rv3762c,1
Rv2250c,Rv3804c,1
Rv2250c,Rv3850,1
Rv2250c,Rv3851,1
Rv2250c,Rv3854c,1
Rv2250c,Rv3855,1
Rv2250c,Rv3893c,1
Rv2250c,Rv3916c,1
Rv2250c,Rv3921c,1
Rv2250c,Rv3922c,1
Rv2250c,Rv3923c,1
Rv2250c,Rv3924c,1
Rv2282c,Rv2282c,1
Rv2324,Rv0001,1
Rv2324,Rv0014c,1
Rv2324,Rv0015c,1
Rv2324,Rv0016c,1
Rv2324,Rv0017c,1
Rv2324,Rv0018c,1
Rv2324,Rv0050,1
Rv2324,Rv0051,1
Rv2324,Rv0052,1
Rv2324,Rv0069c,1
Rv2324,Rv0070c,1
Rv2324,Rv0138,1
Rv2324,Rv0139,1
Rv2324,Rv0153c,1
Rv2324,Rv0154c,1
Rv2324,Rv0167,1
Rv2324,Rv0168,1
Rv2324,Rv0169,1
Rv2324,Rv0170,1
Rv2324,Rv0171,1
Rv2324,Rv0172,1
Rv2324,Rv0173,1
Rv2324,Rv0174,1
Rv2324,Rv0175,1
Rv2324,Rv0176,1
Rv2324,Rv0177,1
Rv2324,Rv0178,1
Rv2324,Rv0207c,1
Rv2324,Rv0208c,1
Rv2324,Rv0277c,1
Rv2324,Rv0298,1
Rv2324,Rv0299,1
Rv2324,Rv0467,1
Rv2324,Rv0470c,1
Rv2324,Rv0475,1
Rv2324,Rv0483,1
Rv2324,Rv0496,1
Rv2324,Rv0497,1
Rv2324,Rv0498,1
Rv2324,Rv0499,1
Rv2324,Rv0500,1
Rv2324,Rv0568,1
Rv2324,Rv0623,1
Rv2324,Rv0624,1
Rv2324,Rv0651,1
Rv2324,Rv0652,1
Rv2324,Rv0831c,1
Rv2324,Rv0838,1
Rv2324,Rv0842,1
Rv2324,Rv0843,1
Rv2324,Rv0967,1
Rv2324,Rv0981,1
Rv2324,Rv0982,1
Rv2324,Rv0989c,1
Rv2324,Rv0991c,1
Rv2324,Rv0997,1
Rv2324,Rv0998,1
Rv2324,Rv0999,1
Rv2324,Rv1000c,1
Rv2324,Rv1091,1
Rv2324,Rv1101c,1
Rv2324,Rv1102c,1
Rv2324,Rv1103c,1
Rv2324,Rv1104,1
Rv2324,Rv1161,1
Rv2324,Rv1162,1
Rv2324,Rv1206,1
Rv2324,Rv1244,1
Rv2324,Rv1246c,1
Rv2324,Rv1247c,1
Rv2324,Rv1305,1
Rv2324,Rv1306,1
Rv2324,Rv1307,1
Rv2324,Rv1316c,1
Rv2324,Rv1317c,1
Rv2324,Rv1321,1
Rv2324,Rv1322,1
Rv2324,Rv1331,1
Rv2324,Rv1332,1
Rv2324,Rv1333,1
Rv2324,Rv1334,1
Rv2324,Rv1335,1
Rv2324,Rv1336,1
Rv2324,Rv1337,1
Rv2324,Rv1338,1
Rv2324,Rv1339,1
Rv2324,Rv1340,1
Rv2324,Rv1341,1
Rv2324,Rv1360,1
Rv2324,Rv1374c,1
Rv2324,Rv1441c,1
Rv2324,Rv1442,1
Rv2324,Rv1503c,1
Rv2324,Rv1504c,1
Rv2324,Rv1526c,1
Rv2324,Rv1527c,1
Rv2324,Rv1538c,1
Rv2324,Rv1539,1
Rv2324,Rv1540,1
Rv2324,Rv1617,1
Rv2324,Rv1618,1
Rv2324,Rv1619,1
Rv2324,Rv1646,1
Rv2324,Rv1832,1
Rv2324,Rv1861,1
Rv2324,Rv1882c,1
Rv2324,Rv1883c,1
Rv2324,Rv1884c,1
Rv2324,Rv1885c,1
Rv2324,Rv1886c,1
Rv2324,Rv2070c,1
Rv2324,Rv2071c,1
Rv2324,Rv2072c,1
Rv2324,Rv2078,1
Rv2324,Rv2079,1
Rv2324,Rv2080,1
Rv2324,Rv2146c,1
Rv2324,Rv2162c,1
Rv2324,Rv2194,1
Rv2324,Rv2195,1
Rv2324,Rv2196,1
Rv2324,Rv2202c,1
Rv2324,Rv2203,1
Rv2324,Rv2243,1
Rv2324,Rv2307c,1
Rv2324,Rv2311,1
Rv2324,Rv2312,1
Rv2324,Rv2319c,1
Rv2324,Rv2320c,1
Rv2324,Rv2321c,1
Rv2324,Rv2322c,1
Rv2324,Rv2323c,1
Rv2324,Rv2336,1
Rv2324,Rv2357c,1
Rv2324,Rv2358,1
Rv2324,Rv2359,1
Rv2324,Rv2458,1
Rv2324,Rv2485c,1
Rv2324,Rv2486,1
Rv2324,Rv2526,1
Rv2324,Rv2527,1
Rv2324,Rv2537c,1
Rv2324,Rv2538c,1
Rv2324,Rv2539c,1
Rv2324,Rv2540c,1
Rv2324,Rv2543,1
Rv2324,Rv2544,1
Rv2324,Rv2545,1
Rv2324,Rv2557,1
Rv2324,Rv2562,1
Rv2324,Rv2585c,1
Rv2324,Rv2586c,1
Rv2324,Rv2587c,1
Rv2324,Rv2597,1
Rv2324,Rv2598,1
Rv2324,Rv2599,1
Rv2324,Rv2645,1
Rv2324,Rv2646,1
Rv2324,Rv2722,1
Rv2324,Rv2723,1
Rv2324,Rv2796c,1
Rv2324,Rv2797c,1
Rv2324,Rv2798c,1
Rv2324,Rv2799,1
Rv2324,Rv2800,1
Rv2324,Rv2802c,1
Rv2324,Rv2803,1
Rv2324,Rv3011c,1
Rv2324,Rv3012c,1
Rv2324,Rv3013,1
Rv2324,Rv3014c,1
Rv2324,Rv3015c,1
Rv2324,Rv3033,1
Rv2324,Rv3046c,1
Rv2324,Rv3064c,1
Rv2324,Rv3065,1
Rv2324,Rv3066,1
Rv2324,Rv3096,1
Rv2324,Rv3137,1
Rv2324,Rv3138,1
Rv2324,Rv3144c,1
Rv2324,Rv3191c,1
Rv2324,Rv3238c,1
Rv2324,Rv3239c,1
Rv2324,Rv3241c,1
Rv2324,Rv3246c,1
Rv2324,Rv3269,1
Rv2324,Rv3270,1
Rv2324,Rv3389c,1
Rv2324,Rv3390,1
Rv2324,Rv3413c,1
Rv2324,Rv3414c,1
Rv2324,Rv3415c,1
Rv2324,Rv3441c,1
Rv2324,Rv3450c,1
Rv2324,Rv3492c,1
Rv2324,Rv3493c,1
Rv2324,Rv3494c,1
Rv2324,Rv3495c,1
Rv2324,Rv3496c,1
Rv2324,Rv3497c,1
Rv2324,Rv3498c,1
Rv2324,Rv3499c,1
Rv2324,Rv3500c,1
Rv2324,Rv3501c,1
Rv2324,Rv3508,1
Rv2324,Rv3557c,1
Rv2324,Rv3558,1
Rv2324,Rv3574,1
Rv2324,Rv3611,1
Rv2324,Rv3645,1
Rv2324,Rv3660c,1
Rv2324,Rv3661,1
Rv2324,Rv3740c,1
Rv2324,Rv3741c,1
Rv2324,Rv3742c,1
Rv2324,Rv3771c,1
Rv2324,Rv3794,1
Rv2324,Rv3795,1
Rv2324,Rv3798,1
Rv2324,Rv3827c,1
Rv2324,Rv3828c,1
Rv2324,Rv3829c,1
Rv2324,Rv3852,1
Rv2324,Rv3853,1
Rv2324,Rv3880c,1
Rv2324,Rv3881c,1
Rv2324,Rv3882c,1
Rv2324,Rv3883c,1
Rv2324,Rv3885c,1
Rv2324,Rv3886c,1
Rv2324,Rv3887c,1
Rv2324,Rv3888c,1
Rv2324,Rv3913,1
Rv2324,Rv3914,1
Rv2359,Rv0106,1
Rv2359,Rv0280,1
Rv2359,Rv0281,1
Rv2359,Rv0282,1
Rv2359,Rv0283,1
Rv2359,Rv0284,1
Rv2359,Rv0285,1
Rv2359,Rv0286,1
Rv2359,Rv1117,1
Rv2359,Rv1386,1
Rv2359,Rv1387,1
Rv2359,Rv2055c,1
Rv2359,Rv2056c,1
Rv2359,Rv2057c,1
Rv2359,Rv2058c,1
Rv2359,Rv2059,1
Rv2359,Rv2060,1
Rv2359,Rv2990c,1
Rv2359,Rv2991,1
Rv2374c,Rv0167,1
Rv2374c,Rv0168,1
Rv2374c,Rv0169,1
Rv2374c,Rv0170,1
Rv2374c,Rv0171,1
Rv2374c,Rv0172,1
Rv2374c,Rv0173,1
Rv2374c,Rv0174,1
Rv2374c,Rv0175,1
Rv2374c,Rv0176,1
Rv2374c,Rv0177,1
Rv2374c,Rv0178,1
Rv2374c,Rv0991c,1
Rv2374c,Rv1180,1
Rv2374c,Rv1795,1
Rv2374c,Rv1796,1
Rv2374c,Rv1797,1
Rv2374c,Rv1798,1
Rv2374c,Rv3418c,1
Rv2488c,Rv1215c,1
Rv2488c,Rv1216c,1
Rv2488c,Rv1217c,1
Rv2488c,Rv1218c,1
Rv2488c,Rv1219c,1
Rv2506,Rv1290A,1
Rv2506,Rv2498c,1
Rv2506,Rv2499c,1
Rv2506,Rv2500c,1
Rv2506,Rv2501c,1
Rv2506,Rv2502c,1
Rv2506,Rv2503c,1
Rv2506,Rv2504c,1
Rv2506,Rv2505c,1
Rv2506,Rv2506,1
Rv2506,Rv3160c,1
Rv2506,Rv3161c,1
Rv2506,Rv3429,1
Rv2506,Rv3728,1
Rv2506,Rv3755c,1
Rv2506,Rv3756c,1
Rv2506,Rv3757c,1
Rv2506,Rv3758c,1
Rv2506,Rv3759c,1
Rv2595,Rv2595,1
Rv2595,Rv2596,1
Rv2610c,Rv0965c,1
Rv2610c,Rv0966c,1
Rv2610c,Rv0967,1
Rv2610c,Rv1460,1
Rv2610c,Rv1461,1
Rv2610c,Rv1462,1
Rv2610c,Rv1463,1
Rv2610c,Rv1464,1
Rv2610c,Rv1465,1
Rv2610c,Rv1466,1
Rv2610c,Rv1952,1
Rv2610c,Rv1953,1
Rv2610c,Rv1954c,1
Rv2610c,Rv2619c,1
Rv2610c,Rv2620c,1
Rv2610c,Rv2621c,1
Rv2610c,Rv2622,1
Rv2610c,Rv3065,1
Rv2610c,Rv3066,1
Rv2610c,Rv3288c,1
Rv2610c,Rv3289c,1
Rv2610c,Rv3290c,1
Rv2610c,Rv3746c,1
Rv2610c,Rv3747,1
Rv2640c,Rv0667,1
Rv2642,Rv0095c,1
Rv2642,Rv0140,1
Rv2642,Rv0167,1
Rv2642,Rv0168,1
Rv2642,Rv0169,1
Rv2642,Rv0170,1
Rv2642,Rv0171,1
Rv2642,Rv0172,1
Rv2642,Rv0173,1
Rv2642,Rv0174,1
Rv2642,Rv0175,1
Rv2642,Rv0176,1
Rv2642,Rv0177,1
Rv2642,Rv0178,1
Rv2642,Rv0218,1
Rv2642,Rv0219,1
Rv2642,Rv0220,1
Rv2642,Rv0309,1
Rv2642,Rv0485,1
Rv2642,Rv1180,1
Rv2642,Rv1234,1
Rv2642,Rv1235,1
Rv2642,Rv1236,1
Rv2642,Rv1237,1
Rv2642,Rv1238,1
Rv2642,Rv1635c,1
Rv2642,Rv1636,1
Rv2642,Rv1795,1
Rv2642,Rv1796,1
Rv2642,Rv1797,1
Rv2642,Rv1798,1
Rv2642,Rv3139,1
Rv2642,Rv3140,1
Rv2642,Rv3180c,1
Rv2642,Rv3181c,1
Rv2642,Rv3384c,1
Rv2642,Rv3385c,1
Rv2642,Rv3598c,1
Rv2642,Rv3599c,1
Rv2642,Rv3600c,1
Rv2642,Rv3601c,1
Rv2642,Rv3602c,1
Rv2642,Rv3603c,1
Rv2745c,Rv1116,1
Rv2745c,Rv2028c,1
Rv2745c,Rv2029c,1
Rv2745c,Rv2030c,1
Rv2745c,Rv2031c,1
Rv2745c,Rv2032,1
Rv2760c,Rv2757c,1
Rv2760c,Rv2758c,1
Rv2760c,Rv2759c,1
Rv2760c,Rv2760c,1
Rv2760c,Rv2761c,1
Rv2760c,Rv2762c,1
Rv2779c,Rv2778c,1
Rv2779c,Rv2779c,1
Rv2779c,Rv2780,1
Rv2788,Rv0113,1
Rv2788,Rv0114,1
Rv2788,Rv0115,1
Rv2788,Rv1981c,1
Rv2788,Rv3848,1
Rv2827c,Rv0757,1
Rv2827c,Rv1487,1
Rv2827c,Rv1488,1
Rv2827c,Rv1489,1
Rv2827c,Rv1489A,1
Rv2827c,Rv2826c,1
Rv2827c,Rv2827c,1
Rv2827c,Rv3464,1
Rv2827c,Rv3465,1
Rv2887,Rv0475,1
Rv2887,Rv0718,1
Rv2887,Rv0719,1
Rv2887,Rv0720,1
Rv2887,Rv0721,1
Rv2887,Rv0722,1
Rv2887,Rv0723,1
Rv2887,Rv0724,1
Rv2887,Rv0824c,1
Rv2887,Rv1116,1
Rv2887,Rv1129c,1
Rv2887,Rv1205,1
Rv2887,Rv1405c,1
Rv2887,Rv1562c,1
Rv2887,Rv1563c,1
Rv2887,Rv1564c,1
Rv2887,Rv1565c,1
Rv2887,Rv1963c,1
Rv2887,Rv1983,1
Rv2887,Rv1990c,1
Rv2887,Rv2107,1
Rv2887,Rv2108,1
Rv2887,Rv2151c,1
Rv2887,Rv2152c,1
Rv2887,Rv2153c,1
Rv2887,Rv2154c,1
Rv2887,Rv2155c,1
Rv2887,Rv2156c,1
Rv2887,Rv2157c,1
Rv2887,Rv2158c,1
Rv2887,Rv2159c,1
Rv2887,Rv2307B,1
Rv2887,Rv2325c,1
Rv2887,Rv2326c,1
Rv2887,Rv2338c,1
Rv2887,Rv2347c,1
Rv2887,Rv2543,1
Rv2887,Rv2544,1
Rv2887,Rv2545,1
Rv2887,Rv2885c,1
Rv2887,Rv2886c,1
Rv2887,Rv2887,1
Rv2887,Rv2964,1
Rv2887,Rv3033,1
Rv2887,Rv3110,1
Rv2887,Rv3111,1
Rv2887,Rv3112,1
Rv2887,Rv3125c,1
Rv2887,Rv3126c,1
Rv2887,Rv3127,1
Rv2887,Rv3162c,1
Rv2887,Rv3163c,1
Rv2887,Rv3164c,1
Rv2887,Rv3165c,1
Rv2887,Rv3166c,1
Rv2887,Rv3269,1
Rv2887,Rv3270,1
Rv2887,Rv3274c,1
Rv2887,Rv3275c,1
Rv2887,Rv3276c,1
Rv2887,Rv3425,1
Rv2887,Rv3477,1
Rv2887,Rv3478,1
Rv2887,Rv3532,1
Rv2887,Rv3616c,1
Rv2887,Rv3660c,1
Rv2887,Rv3661,1
Rv2887,Rv3763,1
Rv2912c,Rv2912c,1
Rv2912c,Rv2913c,1
Rv2989,Rv0002,1
Rv2989,Rv0003,1
Rv2989,Rv0004,1
Rv2989,Rv0011c,1
Rv2989,Rv0012,1
Rv2989,Rv0013,1
Rv2989,Rv0042c,1
Rv2989,Rv0113,1
Rv2989,Rv0114,1
Rv2989,Rv0115,1
Rv2989,Rv0211,1
Rv2989,Rv0244c,1
Rv2989,Rv0287,1
Rv2989,Rv0288,1
Rv2989,Rv0289,1
Rv2989,Rv0304c,1
Rv2989,Rv0350,1
Rv2989,Rv0351,1
Rv2989,Rv0352,1
Rv2989,Rv0353,1
Rv2989,Rv0355c,1
Rv2989,Rv0356c,1
Rv2989,Rv0357c,1
Rv2989,Rv0384c,1
Rv2989,Rv0385,1
Rv2989,Rv0470c,1
Rv2989,Rv0488,1
Rv2989,Rv0653c,1
Rv2989,Rv0654,1
Rv2989,Rv0655,1
Rv2989,Rv0743c,1
Rv2989,Rv0744c,1
Rv2989,Rv0757,1
Rv2989,Rv0839,1
Rv2989,Rv0961,1
Rv2989,Rv1102c,1
Rv2989,Rv1103c,1
Rv2989,Rv1104,1
Rv2989,Rv1116,1
Rv2989,Rv1353c,1
Rv2989,Rv1354c,1
Rv2989,Rv1355c,1
Rv2989,Rv1356c,1
Rv2989,Rv1374c,1
Rv2989,Rv1640c,1
Rv2989,Rv1707,1
Rv2989,Rv1708,1
Rv2989,Rv1709,1
Rv2989,Rv1710,1
Rv2989,Rv1711,1
Rv2989,Rv1712,1
Rv2989,Rv1713,1
Rv2989,Rv1838c,1
Rv2989,Rv1839c,1
Rv2989,Rv1907c,1
Rv2989,Rv1908c,1
Rv2989,Rv1909c,1
Rv2989,Rv1946c,1
Rv2989,Rv1947,1
Rv2989,Rv1986,1
Rv2989,Rv1995,1
Rv2989,Rv2107,1
Rv2989,Rv2132,1
Rv2989,Rv2139,1
Rv2989,Rv2145c,1
Rv2989,Rv2202c,1
Rv2989,Rv2333c,1
Rv2989,Rv2336,1
Rv2989,Rv2365c,1
Rv2989,Rv2366c,1
Rv2989,Rv2367c,1
Rv2989,Rv2368c,1
Rv2989,Rv2369c,1
Rv2989,Rv2370c,1
Rv2989,Rv2396,1
Rv2989,Rv2451,1
Rv2989,Rv2468c,1
Rv2989,Rv2699c,1
Rv2989,Rv2778c,1
Rv2989,Rv2779c,1
Rv2989,Rv2780,1
Rv2989,Rv2987c,1
Rv2989,Rv2988c,1
Rv2989,Rv2989,1
Rv2989,Rv3097c,1
Rv2989,Rv3179,1
Rv2989,Rv3180c,1
Rv2989,Rv3181c,1
Rv2989,Rv3302c,1
Rv2989,Rv3303c,1
Rv2989,Rv3304,1
Rv2989,Rv3395A,1
Rv2989,Rv3395c,1
Rv2989,Rv3436c,1
Rv2989,Rv3534c,1
Rv2989,Rv3535c,1
Rv2989,Rv3536c,1
Rv2989,Rv3548c,1
Rv2989,Rv3549c,1
Rv2989,Rv3597c,1
Rv2989,Rv3718c,1
Rv2989,Rv3719,1
Rv2989,Rv3720,1
Rv2989,Rv3731,1
Rv2989,Rv3917c,1
Rv2989,Rv3918c,1
Rv2989,Rv3919c,1
Rv3050c,Rv0113,1
Rv3050c,Rv0114,1
Rv3050c,Rv0115,1
Rv3050c,Rv0885,1
Rv3050c,Rv0886,1
Rv3050c,Rv1116,1
Rv3050c,Rv2145c,1
Rv3050c,Rv3049c,1
Rv3050c,Rv3616c,1
Rv3050c,Rv3885c,1
Rv3050c,Rv3886c,1
Rv3050c,Rv3887c,1
Rv3050c,Rv3888c,1
Rv3058c,Rv0835,1
Rv3066,Rv1157c,1
Rv3066,Rv1158c,1
Rv3066,Rv1159,1
Rv3066,Rv1500,1
Rv3066,Rv1501,1
Rv3066,Rv1589,1
Rv3066,Rv1590,1
Rv3066,Rv1591,1
Rv3066,Rv1820,1
Rv3066,Rv1821,1
Rv3066,Rv3065,1
Rv3066,Rv3066,1
Rv3066,Rv3110,1
Rv3066,Rv3111,1
Rv3066,Rv3112,1
Rv3066,Rv3142c,1
Rv3066,Rv3143,1
Rv3066,Rv3277,1
Rv3066,Rv3504,1
Rv3066,Rv3505,1
Rv3066,Rv3520c,1
Rv3066,Rv3521,1
Rv3066,Rv3522,1
Rv3066,Rv3523,1
Rv3082c,Rv3082c,1
Rv3082c,Rv3083,1
Rv3082c,Rv3084,1
Rv3082c,Rv3085,1
Rv3082c,Rv3086,1
Rv3082c,Rv3087,1
Rv3082c,Rv3088,1
Rv3082c,Rv3089,1
Rv3095,Rv3092c,1
Rv3095,Rv3093c,1
Rv3095,Rv3094c,1
Rv3095,Rv3095,1
Rv3124,Rv0167,1
Rv3124,Rv0168,1
Rv3124,Rv0169,1
Rv3124,Rv0170,1
Rv3124,Rv0171,1
Rv3124,Rv0172,1
Rv3124,Rv0173,1
Rv3124,Rv0174,1
Rv3124,Rv0175,1
Rv3124,Rv0176,1
Rv3124,Rv0177,1
Rv3124,Rv0178,1
Rv3124,Rv1795,1
Rv3124,Rv1796,1
Rv3124,Rv1797,1
Rv3124,Rv1798,1
Rv3133c,Rv0010c,1
Rv3133c,Rv0011c,1
Rv3133c,Rv0012,1
Rv3133c,Rv0013,1
Rv3133c,Rv0042c,1
Rv3133c,Rv0050,1
Rv3133c,Rv0051,1
Rv3133c,Rv0052,1
Rv3133c,Rv0079,1
Rv3133c,Rv0080,1
Rv3133c,Rv0107c,1
Rv3133c,Rv0116c,1
Rv3133c,Rv0117,1
Rv3133c,Rv0157A,1
Rv3133c,Rv0158,1
Rv3133c,Rv0167,1
Rv3133c,Rv0168,1
Rv3133c,Rv0169,1
Rv3133c,Rv0170,1
Rv3133c,Rv0171,1
Rv3133c,Rv0172,1
Rv3133c,Rv0173,1
Rv3133c,Rv0174,1
Rv3133c,Rv0175,1
Rv3133c,Rv0176,1
Rv3133c,Rv0177,1
Rv3133c,Rv0178,1
Rv3133c,Rv0228,1
Rv3133c,Rv0241c,1
Rv3133c,Rv0242c,1
Rv3133c,Rv0243,1
Rv3133c,Rv0252,1
Rv3133c,Rv0253,1
Rv3133c,Rv0287,1
Rv3133c,Rv0288,1
Rv3133c,Rv0289,1
Rv3133c,Rv0318c,1
Rv3133c,Rv0319,1
Rv3133c,Rv0356c,1
Rv3133c,Rv0357c,1
Rv3133c,Rv0378,1
Rv3133c,Rv0392c,1
Rv3133c,Rv0393,1
Rv3133c,Rv0404,1
Rv3133c,Rv0405,1
Rv3133c,Rv0456A,1
Rv3133c,Rv0456c,1
Rv3133c,Rv0548c,1
Rv3133c,Rv0566c,1
Rv3133c,Rv0569,1
Rv3133c,Rv0570,1
Rv3133c,Rv0571c,1
Rv3133c,Rv0572c,1
Rv3133c,Rv0608,1
Rv3133c,Rv0609,1
Rv3133c,Rv0609A,1
Rv3133c,Rv0634A,1
Rv3133c,Rv0634c,1
Rv3133c,Rv0640,1
Rv3133c,Rv0668,1
Rv3133c,Rv0681,1
Rv3133c,Rv0682,1
Rv3133c,Rv0683,1
Rv3133c,Rv0774c,1
Rv3133c,Rv0842,1
Rv3133c,Rv0843,1
Rv3133c,Rv0875c,1
Rv3133c,Rv0876c,1
Rv3133c,Rv0877,1
Rv3133c,Rv0880,1
Rv3133c,Rv0881,1
Rv3133c,Rv0882,1
Rv3133c,Rv0889c,1
Rv3133c,Rv1018c,1
Rv3133c,Rv1019,1
Rv3133c,Rv1035c,1
Rv3133c,Rv1036c,1
Rv3133c,Rv1064c,1
Rv3133c,Rv1065,1
Rv3133c,Rv1066,1
Rv3133c,Rv1116,1
Rv3133c,Rv1129c,1
Rv3133c,Rv1130,1
Rv3133c,Rv1131,1
Rv3133c,Rv1132,1
Rv3133c,Rv1168c,1
Rv3133c,Rv1169c,1
Rv3133c,Rv1170,1
Rv3133c,Rv1221,1
Rv3133c,Rv1244,1
Rv3133c,Rv1331,1
Rv3133c,Rv1332,1
Rv3133c,Rv1333,1
Rv3133c,Rv1334,1
Rv3133c,Rv1335,1
Rv3133c,Rv1336,1
Rv3133c,Rv1337,1
Rv3133c,Rv1338,1
Rv3133c,Rv1339,1
Rv3133c,Rv1340,1
Rv3133c,Rv1341,1
Rv3133c,Rv1359,1
Rv3133c,Rv1392,1
Rv3133c,Rv1405c,1
Rv3133c,Rv1523,1
Rv3133c,Rv1524,1
Rv3133c,Rv1541c,1
Rv3133c,Rv1552,1
Rv3133c,Rv1553,1
Rv3133c,Rv1554,1
Rv3133c,Rv1555,1
Rv3133c,Rv1572c,1
Rv3133c,Rv1573,1
Rv3133c,Rv1651c,1
Rv3133c,Rv1652,1
Rv3133c,Rv1653,1
Rv3133c,Rv1654,1
Rv3133c,Rv1655,1
Rv3133c,Rv1656,1
Rv3133c,Rv1657,1
Rv3133c,Rv1658,1
Rv3133c,Rv1734c,1
Rv3133c,Rv1738,1
Rv3133c,Rv1791,1
Rv3133c,Rv1792,1
Rv3133c,Rv1818c,1
Rv3133c,Rv1822,1
Rv3133c,Rv1823,1
Rv3133c,Rv1824,1
Rv3133c,Rv1825,1
Rv3133c,Rv1826,1
Rv3133c,Rv1882c,1
Rv3133c,Rv1883c,1
Rv3133c,Rv1884c,1
Rv3133c,Rv1885c,1
Rv3133c,Rv1886c,1
Rv3133c,Rv1952,1
Rv3133c,Rv1953,1
Rv3133c,Rv1954c,1
Rv3133c,Rv1977,1
Rv3133c,Rv1985c,1
Rv3133c,Rv1986,1
Rv3133c,Rv1996,1
Rv3133c,Rv1997,1
Rv3133c,Rv2004c,1
Rv3133c,Rv2005c,1
Rv3133c,Rv2006,1
Rv3133c,Rv2007c,1
Rv3133c,Rv2023c,1
Rv3133c,Rv2028c,1
Rv3133c,Rv2029c,1
Rv3133c,Rv2030c,1
Rv3133c,Rv2031c,1
Rv3133c,Rv2032,1
Rv3133c,Rv2034,1
Rv3133c,Rv2035,1
Rv3133c,Rv2036,1
Rv3133c,Rv2037c,1
Rv3133c,Rv2038c,1
Rv3133c,Rv2039c,1
Rv3133c,Rv2040c,1
Rv3133c,Rv2041c,1
Rv3133c,Rv2042c,1
