GENE_ID,GO_Term,GO_Ontology,GO_Link
Rv1102c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1103c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1196,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1207,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1221,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1222,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1246c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1247c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1248c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1264,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1284,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1293,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1295,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1326c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1336,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1338,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1344,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1364c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1365c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1368,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1417,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1438,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1461,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1462,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1463,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1464,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1477,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1483,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1542c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1560,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1561,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1625c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1638,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1652,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1653,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1690,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1743,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1746,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1747,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1759c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1818c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1827,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1837c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1846c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1852,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1885c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1886c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1904,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1908c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1932,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1955,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1956,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1959c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1960c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1985c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1991A,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1991c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv1994c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2007c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2031c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2050,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2063,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2063A,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2074,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2088,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2095c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2096c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2097c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2109c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2110c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2111c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2112c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2115c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2121c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2122c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2131c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2142A,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2142c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2145c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2150c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2151c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2155c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2163c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2178c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2202c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2210c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2215,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2232,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2234,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2238c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2240c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2241,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2243,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2244,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2245,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2246,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2247,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2275,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2334,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2335,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2359,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2383c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2428,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2429,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2430c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2431c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2440c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2445c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2457c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2460c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2465c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2470,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2476c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2496c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2497c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2533c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2549c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2550c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2595,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2617c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2638,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2703,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2710,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2711,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2737c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2788,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2794c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2801A,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2801c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2855,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2865,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2866,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2939,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2940c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2981c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2984,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2986c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2995c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv2996c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3019c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3020c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3048c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3051c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3089,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3100c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3101c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3102c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3219,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3221A,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3223c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3229c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3230c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3232c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3240c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3248c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3280,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3281,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3285,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3286c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3287c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3339c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3357,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3358,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3416,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3418c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3419c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3420c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3423c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3465,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3569c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3582c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3583c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3588c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3596c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3602c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3614c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3615c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3616c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3676,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3681c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3687c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3708c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3710,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3763,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3764c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3765c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3799c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3800c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3804c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3810,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3838c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3846,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3855,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3859c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3868,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3870,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3871,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3872,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3873,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3874,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3875,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3879c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3881c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3882c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3902c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3903c,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv3913,protein binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005515
Rv0001,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv0005,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv0006,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv0223c,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv0613c,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv0733,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv0902c,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv0933,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv0938,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv1345,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv1389,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv1570,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv1695,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv1821,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv2027c,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv2097c,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv2112c,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv2121c,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv2130c,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv2202c,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv2457c,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv2539c,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv2623,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv2737c,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv2919c,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv2936,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv3051c,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv3102c,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv3132c,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv3220c,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv3240c,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv3247c,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv3580c,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv3602c,ATP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005524
Rv2150c,GTP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005525
Rv2202c,GTP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005525
Rv3232c,GTP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005525
Rv3247c,GTP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005525
Rv3609c,GTP binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0005525
Rv0802c,N-acetyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008080
Rv2669,N-acetyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008080
Rv0949,DNA-dependent ATPase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008094
Rv2737c,DNA-dependent ATPase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008094
Rv3198c,DNA-dependent ATPase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008094
Rv0720,5S rRNA binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008097
Rv1015c,5S rRNA binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008097
Rv0137c,peptide-methionine (S)-S-oxide reductase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008113
Rv2674,peptide-methionine (S)-S-oxide reductase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008113
Rv3145,NADH dehydrogenase (ubiquinone) activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008137
Rv3147,NADH dehydrogenase (ubiquinone) activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008137
Rv3149,NADH dehydrogenase (ubiquinone) activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008137
Rv3155,NADH dehydrogenase (ubiquinone) activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008137
Rv1410c,drug binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008144
Rv3854c,drug binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008144
Rv0295c,sulfotransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008146
Rv1373,sulfotransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008146
Rv2267c,sulfotransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008146
Rv3206c,sulfotransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008146
Rv0642c,methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008168
Rv0644c,methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008168
Rv0645c,methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008168
Rv0567,O-methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008171
Rv0643c,O-methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008171
Rv2952,O-methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008171
Rv2954c,O-methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008171
Rv2955c,O-methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008171
Rv2956,O-methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008171
Rv1524,UDP-glycosyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008194
Rv1526c,UDP-glycosyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008194
Rv2739c,UDP-glycosyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008194
Rv2958c,UDP-glycosyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008194
Rv2962c,UDP-glycosyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008194
Rv1465,ferrous iron binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008198
Rv2043c,ferrous iron binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008198
Rv2711,ferrous iron binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008198
Rv3703c,ferrous iron binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008198
Rv0475,heparin binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008201
Rv2968c,heparin binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008201
Rv2112c,peptidase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008233
Rv2224c,peptidase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008233
Rv0046c,zinc ion binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008270
Rv0114,zinc ion binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008270
Rv0186A,zinc ion binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008270
Rv0363c,zinc ion binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008270
Rv0512,zinc ion binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008270
Rv0736,zinc ion binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008270
Rv1082,zinc ion binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008270
Rv1170,zinc ion binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008270
Rv1284,zinc ion binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008270
Rv1334,zinc ion binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008270
Rv2359,zinc ion binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008270
Rv2538c,zinc ion binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008270
Rv2711,zinc ion binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008270
Rv3315c,zinc ion binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008270
Rv3339c,zinc ion binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008270
Rv3582c,zinc ion binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008270
Rv3588c,zinc ion binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008270
Rv3609c,zinc ion binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008270
Rv3710,zinc ion binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008270
Rv3856c,zinc ion binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008270
Rv0985c,mechanosensitivechannel activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008381
Rv3104c,mechanosensitivechannel activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008381
Rv0766c,steroid hydroxylase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008395
Rv0778,steroid hydroxylase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008395
